Name,Entity
"pneumonia, bacterial",CONDITION
renal artery obstruction,CONDITION
cough,CONDITION
gout,CONDITION
herpes zoster,CONDITION
spinal neoplasms,CONDITION
"lung diseases, fungal",CONDITION
"neoplasms, second primary",CONDITION
urination disorders,CONDITION
facial paralysis,CONDITION
choristoma,CONDITION
gonadal dysgenesis,CONDITION
strabismus,CONDITION
myocardial reperfusion injury,CONDITION
lyme disease,CONDITION
hemochromatosis,CONDITION
puerperal disorders,CONDITION
corneal diseases,CONDITION
coma,CONDITION
"angina, unstable",CONDITION
syncope,CONDITION
rodent diseases,CONDITION
"heart septal defects, atrial",CONDITION
toxoplasmosis,CONDITION
dizziness,CONDITION
paraplegia,CONDITION
papilloma,CONDITION
dyspnea,CONDITION
typhoid fever,CONDITION
alcoholic intoxication,CONDITION
ophthalmoplegia,CONDITION
duodenal diseases,CONDITION
"aortic aneurysm, abdominal",CONDITION
antiphospholipid syndrome,CONDITION
agranulocytosis,CONDITION
esophageal diseases,CONDITION
pemphigus,CONDITION
wilms tumor,CONDITION
"liver cirrhosis, biliary",CONDITION
beta-thalassemia,CONDITION
chagas disease,CONDITION
cicatrix,CONDITION
"dermatitis, occupational",CONDITION
pigmentation disorders,CONDITION
urinary bladder diseases,CONDITION
urologic diseases,CONDITION
lymphoproliferative disorders,CONDITION
nerve degeneration,CONDITION
sleep initiation and maintenance disorders,CONDITION
chronic disease,CONDITION
"epilepsies, partial",CONDITION
foot diseases,CONDITION
thymus neoplasms,CONDITION
renal insufficiency,CONDITION
retroperitoneal neoplasms,CONDITION
acromegaly,CONDITION
aphasia,CONDITION
intracranial embolism and thrombosis,CONDITION
joint instability,CONDITION
"pregnancy, ectopic",CONDITION
autonomic nervous system diseases,CONDITION
"carcinoma, bronchogenic",CONDITION
eye injuries,CONDITION
retinal degeneration,CONDITION
nose neoplasms,CONDITION
rheumatic heart disease,CONDITION
"wounds, gunshot",CONDITION
myopia,CONDITION
"osteoarthritis, knee",CONDITION
"rhinitis, allergic, perennial",CONDITION
porphyrias,CONDITION
poisoning,CONDITION
bird diseases,CONDITION
"anemia, hypochromic",CONDITION
spinal cord neoplasms,CONDITION
intestinal fistula,CONDITION
myositis,CONDITION
dystonia,CONDITION
rhabdomyosarcoma,CONDITION
bronchial diseases,CONDITION
"arthritis, experimental",CONDITION
"neoplasms, germ cell and embryonal",CONDITION
salivary gland neoplasms,CONDITION
aortic valve insufficiency,CONDITION
cerebellar neoplasms,CONDITION
spinal cord compression,CONDITION
brucellosis,CONDITION
"abortion, spontaneous",CONDITION
coronary stenosis,CONDITION
"substance abuse, intravenous",CONDITION
"wounds, penetrating",CONDITION
speech disorders,CONDITION
coronary vessel anomalies,CONDITION
infectious mononucleosis,CONDITION
plasmacytoma,CONDITION
"pneumonia, pneumocystis",CONDITION
vaccinia,CONDITION
"melanoma, experimental",CONDITION
pneumococcal infections,CONDITION
rheumatic fever,CONDITION
amenorrhea,CONDITION
"obstetric labor, premature",CONDITION
leiomyosarcoma,CONDITION
embolism,CONDITION
somatoform disorders,CONDITION
hamartoma,CONDITION
hematologic neoplasms,CONDITION
"abnormalities, drug-induced",CONDITION
cleft lip,CONDITION
"aneurysm, false",CONDITION
turner syndrome,CONDITION
rhinitis,CONDITION
dermatomycoses,CONDITION
bundle-branch block,CONDITION
hemiplegia,CONDITION
wegener granulomatosis,CONDITION
orbital neoplasms,CONDITION
arteriovenous malformations,CONDITION
hyponatremia,CONDITION
"leukemia, promyelocytic, acute",CONDITION
fibromyalgia,CONDITION
abdominal neoplasms,CONDITION
dyslexia,CONDITION
muscular atrophy,CONDITION
mandibular neoplasms,CONDITION
"pregnancy complications, hematologic",CONDITION
hearing loss,CONDITION
cervical intraepithelial neoplasia,CONDITION
neuralgia,CONDITION
multiple trauma,CONDITION
"nevus, pigmented",CONDITION
"leishmaniasis, visceral",CONDITION
communicable diseases,CONDITION
parotid neoplasms,CONDITION
"hypertension, renovascular",CONDITION
pericarditis,CONDITION
protein-energy malnutrition,CONDITION
gram-negative bacterial infections,CONDITION
hypogonadism,CONDITION
optic nerve diseases,CONDITION
phenylketonurias,CONDITION
intracranial arteriovenous malformations,CONDITION
brain abscess,CONDITION
albuminuria,CONDITION
panic disorder,CONDITION
"hypoxia, brain",CONDITION
sexually transmitted diseases,CONDITION
tibial fractures,CONDITION
"thyroiditis, autoimmune",CONDITION
retinitis pigmentosa,CONDITION
gram-positive bacterial infections,CONDITION
hyperlipoproteinemia type ii,CONDITION
"dyskinesia, drug-induced",CONDITION
fetal death,CONDITION
amebiasis,CONDITION
dermatomyositis,CONDITION
malabsorption syndromes,CONDITION
"carcinoma, intraductal, noninfiltrating",CONDITION
spinal fractures,CONDITION
tongue neoplasms,CONDITION
polyps,CONDITION
retinoblastoma,CONDITION
giant cell arteritis,CONDITION
infertility,CONDITION
splenic diseases,CONDITION
"graft occlusion, vascular",CONDITION
status epilepticus,CONDITION
"sexual dysfunction, physiological",CONDITION
"lung diseases, interstitial",CONDITION
barrett esophagus,CONDITION
vulvar neoplasms,CONDITION
"skin diseases, vesiculobullous",CONDITION
hyperaldosteronism,CONDITION
myxoma,CONDITION
hematuria,CONDITION
long qt syndrome,CONDITION
mycobacterium infections,CONDITION
hand dermatoses,CONDITION
"adenocarcinoma, mucinous",CONDITION
measles,CONDITION
vertigo,CONDITION
leg ulcer,CONDITION
"mastitis, bovine",CONDITION
histiocytoma,CONDITION
bronchial hyperreactivity,CONDITION
intussusception,CONDITION
diverticulum,CONDITION
"meningitis, bacterial",CONDITION
"pregnancy complications, neoplastic",CONDITION
"glomerulonephritis, iga",CONDITION
"histiocytoma, benign fibrous",CONDITION
lymphedema,CONDITION
"amino acid metabolism, inborn errors",CONDITION
gallbladder neoplasms,CONDITION
bradycardia,CONDITION
femoral fractures,CONDITION
obstetric labor complications,CONDITION
alopecia,CONDITION
jaundice,CONDITION
"enterocolitis, pseudomembranous",CONDITION
keratitis,CONDITION
thymoma,CONDITION
"purpura, thrombocytopenic",CONDITION
tremor,CONDITION
hydronephrosis,CONDITION
"death, sudden",CONDITION
facial dermatoses,CONDITION
cryptococcosis,CONDITION
diabetes insipidus,CONDITION
eczema,CONDITION
carpal tunnel syndrome,CONDITION
"pain, intractable",CONDITION
"lymphoma, t-cell",CONDITION
parathyroid neoplasms,CONDITION
mucocutaneous lymph node syndrome,CONDITION
pruritus,CONDITION
goiter,CONDITION
"erythroblastosis, fetal",CONDITION
mandibular diseases,CONDITION
hallucinations,CONDITION
skull fractures,CONDITION
metabolic diseases,CONDITION
vesico-ureteral reflux,CONDITION
pharyngitis,CONDITION
paraneoplastic syndromes,CONDITION
amnesia,CONDITION
foreign-body migration,CONDITION
"heart septal defects, ventricular",CONDITION
sudden infant death,CONDITION
rectal diseases,CONDITION
hyperalgesia,CONDITION
paranasal sinus neoplasms,CONDITION
skin ulcer,CONDITION
asphyxia neonatorum,CONDITION
hypokalemia,CONDITION
"anemia, hemolytic, autoimmune",CONDITION
pericardial effusion,CONDITION
erythema,CONDITION
cystitis,CONDITION
amblyopia,CONDITION
hepatolenticular degeneration,CONDITION
laryngeal diseases,CONDITION
dehydration,CONDITION
chickenpox,CONDITION
heart aneurysm,CONDITION
"salmonella infections, animal",CONDITION
neurocirculatory asthenia,CONDITION
wound infection,CONDITION
"histiocytosis, langerhans-cell",CONDITION
vitamin d deficiency,CONDITION
hemangiosarcoma,CONDITION
cryptorchidism,CONDITION
cerebellar diseases,CONDITION
"neoplasms, hormone-dependent",CONDITION
dermatitis,CONDITION
keratosis,CONDITION
gingivitis,CONDITION
esophageal stenosis,CONDITION
endophthalmitis,CONDITION
"hepatitis, chronic",CONDITION
multiple organ failure,CONDITION
"fatigue syndrome, chronic",CONDITION
tendon injuries,CONDITION
acute coronary syndrome,CONDITION
coronary thrombosis,CONDITION
"tuberculosis, meningeal",CONDITION
schistosomiasis mansoni,CONDITION
"obesity, morbid",CONDITION
raynaud disease,CONDITION
hypopituitarism,CONDITION
nephritis,CONDITION
tuberous sclerosis,CONDITION
hyperinsulinism,CONDITION
language disorders,CONDITION
"cardiac output, low",CONDITION
photosensitivity disorders,CONDITION
myotonic dystrophy,CONDITION
muscle weakness,CONDITION
"purpura, thrombocytopenic, idiopathic",CONDITION
disorders of sex development,CONDITION
tonsillitis,CONDITION
meniere disease,CONDITION
cellulitis,CONDITION
"urinary bladder, neurogenic",CONDITION
"hemangioma, cavernous",CONDITION
"jaundice, neonatal",CONDITION
orbital diseases,CONDITION
"dysentery, bacillary",CONDITION
prosthesis-related infections,CONDITION
listeriosis,CONDITION
"sarcoma, ewing's",CONDITION
antisocial personality disorder,CONDITION
skull neoplasms,CONDITION
cocaine-related disorders,CONDITION
"anemia, iron-deficiency",CONDITION
heroin dependence,CONDITION
polyarteritis nodosa,CONDITION
"intestinal diseases, parasitic",CONDITION
perceptual disorders,CONDITION
li-fraumeni syndrome,CONDITION
aortic coarctation,CONDITION
uterine diseases,CONDITION
"adrenal hyperplasia, congenital",CONDITION
ileal diseases,CONDITION
borderline personality disorder,CONDITION
tobacco use disorder,CONDITION
"ossification, heterotopic",CONDITION
osteitis deformans,CONDITION
pulmonary heart disease,CONDITION
ureteral calculi,CONDITION
polycystic kidney diseases,CONDITION
"ductus arteriosus, patent",CONDITION
aortic rupture,CONDITION
agammaglobulinemia,CONDITION
primary myelofibrosis,CONDITION
community-acquired infections,CONDITION
"abortion, habitual",CONDITION
hemolytic-uremic syndrome,CONDITION
choriocarcinoma,CONDITION
cardiac tamponade,CONDITION
spinal injuries,CONDITION
temporomandibular joint dysfunction syndrome,CONDITION
infarction,CONDITION
pharyngeal neoplasms,CONDITION
rhabdomyolysis,CONDITION
"nephritis, interstitial",CONDITION
bacteriuria,CONDITION
collagen diseases,CONDITION
intermittent claudication,CONDITION
otitis media with effusion,CONDITION
tinnitus,CONDITION
facial neoplasms,CONDITION
"hematoma, subdural",CONDITION
silicosis,CONDITION
polycythemia vera,CONDITION
"bone diseases, metabolic",CONDITION
opioid-related disorders,CONDITION
"burns, chemical",CONDITION
creutzfeldt-jakob syndrome,CONDITION
fragile x syndrome,CONDITION
von willebrand diseases,CONDITION
prostatitis,CONDITION
epstein-barr virus infections,CONDITION
osteonecrosis,CONDITION
leukemia l1210,CONDITION
medulloblastoma,CONDITION
"liver cirrhosis, alcoholic",CONDITION
uterine hemorrhage,CONDITION
pelvic neoplasms,CONDITION
"embolism, air",CONDITION
lichen planus,CONDITION
"hip dislocation, congenital",CONDITION
"diabetes, gestational",CONDITION
meningoencephalitis,CONDITION
neural tube defects,CONDITION
gallbladder diseases,CONDITION
diseases in twins,CONDITION
myeloproliferative disorders,CONDITION
rubella,CONDITION
optic neuritis,CONDITION
mycosis fungoides,CONDITION
"adenoma, islet cell",CONDITION
respiration disorders,CONDITION
parkinsonian disorders,CONDITION
"tachycardia, supraventricular",CONDITION
dwarfism,CONDITION
fecal incontinence,CONDITION
"mycobacterium infections, atypical",CONDITION
myoclonus,CONDITION
ear diseases,CONDITION
intestinal polyps,CONDITION
dysgerminoma,CONDITION
synovitis,CONDITION
heart injuries,CONDITION
delirium,CONDITION
enteritis,CONDITION
marfan syndrome,CONDITION
diabetic ketoacidosis,CONDITION
venous insufficiency,CONDITION
pneumoconiosis,CONDITION
"nystagmus, pathologic",CONDITION
"urinary incontinence, stress",CONDITION
apnea,CONDITION
enterobacteriaceae infections,CONDITION
eyelid diseases,CONDITION
polyradiculoneuropathy,CONDITION
duodenal neoplasms,CONDITION
"leukemia, erythroblastic, acute",CONDITION
"shock, cardiogenic",CONDITION
lupus nephritis,CONDITION
colonic polyps,CONDITION
paraproteinemias,CONDITION
campylobacter infections,CONDITION
choroid neoplasms,CONDITION
neoplasm invasiveness,CONDITION
endocarditis,CONDITION
diabetic foot,CONDITION
muscle spasticity,CONDITION
histoplasmosis,CONDITION
wolff-parkinson-white syndrome,CONDITION
diabetes complications,CONDITION
"hearing loss, noise-induced",CONDITION
pressure ulcer,CONDITION
"purpura, thrombotic thrombocytopenic",CONDITION
chondrosarcoma,CONDITION
"lymphoma, follicular",CONDITION
thoracic neoplasms,CONDITION
"leishmaniasis, cutaneous",CONDITION
pleural diseases,CONDITION
"genital diseases, male",CONDITION
"sexual dysfunctions, psychological",CONDITION
quadriplegia,CONDITION
"colonic diseases, functional",CONDITION
"bone diseases, developmental",CONDITION
polyneuropathies,CONDITION
haemophilus infections,CONDITION
voice disorders,CONDITION
adrenal cortex neoplasms,CONDITION
maxillary neoplasms,CONDITION
"aneurysm, ruptured",CONDITION
monkey diseases,CONDITION
"skin diseases, infectious",CONDITION
tourette syndrome,CONDITION
angioedema,CONDITION
hypocalcemia,CONDITION
polycythemia,CONDITION
"malocclusion, angle class ii",CONDITION
ulcer,CONDITION
gaucher disease,CONDITION
"death, sudden, cardiac",CONDITION
vitamin b 12 deficiency,CONDITION
adrenal gland diseases,CONDITION
thrombophilia,CONDITION
osteochondrodysplasias,CONDITION
basal ganglia diseases,CONDITION
"kidney diseases, cystic",CONDITION
vitiligo,CONDITION
actinomycosis,CONDITION
oligospermia,CONDITION
"parkinson disease, secondary",CONDITION
meningococcal infections,CONDITION
connective tissue diseases,CONDITION
"eye infections, bacterial",CONDITION
"purpura, schoenlein-henoch",CONDITION
language development disorders,CONDITION
adenomatous polyposis coli,CONDITION
"tuberculosis, osteoarticular",CONDITION
mitral valve prolapse,CONDITION
"anemia, pernicious",CONDITION
"hypotension, orthostatic",CONDITION
esophageal achalasia,CONDITION
orthomyxoviridae infections,CONDITION
bites and stings,CONDITION
starvation,CONDITION
"liver diseases, alcoholic",CONDITION
trigeminal neuralgia,CONDITION
ovarian diseases,CONDITION
waldenstrom macroglobulinemia,CONDITION
nail diseases,CONDITION
menstruation disturbances,CONDITION
refractive errors,CONDITION
filariasis,CONDITION
sex chromosome aberrations,CONDITION
hyperkalemia,CONDITION
"lymphoma, b-cell, marginal zone",CONDITION
parotitis,CONDITION
cholangiocarcinoma,CONDITION
ear neoplasms,CONDITION
fanconi syndrome,CONDITION
anus neoplasms,CONDITION
hypertrichosis,CONDITION
adrenal insufficiency,CONDITION
mycoplasma infections,CONDITION
"echinococcosis, hepatic",CONDITION
"tachycardia, paroxysmal",CONDITION
"muscular dystrophy, animal",CONDITION
hip fractures,CONDITION
central nervous system neoplasms,CONDITION
femur head necrosis,CONDITION
esophagitis,CONDITION
"leukemia-lymphoma, adult t-cell",CONDITION
"glomerulosclerosis, focal segmental",CONDITION
"carcinoma, adenoid cystic",CONDITION
bone marrow diseases,CONDITION
osteogenesis imperfecta,CONDITION
"liver cirrhosis, experimental",CONDITION
bronchiectasis,CONDITION
"leukemia, hairy cell",CONDITION
"psychoses, substance-induced",CONDITION
leishmaniasis,CONDITION
ataxia,CONDITION
"aortic aneurysm, thoracic",CONDITION
enuresis,CONDITION
carbon monoxide poisoning,CONDITION
choroidal neovascularization,CONDITION
atrial flutter,CONDITION
nasal polyps,CONDITION
liver abscess,CONDITION
foot dermatoses,CONDITION
leg injuries,CONDITION
pelvic infection,CONDITION
condylomata acuminata,CONDITION
"cholestasis, intrahepatic",CONDITION
xanthomatosis,CONDITION
coronary vasospasm,CONDITION
glucose intolerance,CONDITION
whooping cough,CONDITION
irritable bowel syndrome,CONDITION
facial pain,CONDITION
peptic ulcer hemorrhage,CONDITION
hemoptysis,CONDITION
rickets,CONDITION
peripheral nervous system neoplasms,CONDITION
compartment syndromes,CONDITION
intracranial arteriosclerosis,CONDITION
"tuberculosis, lymph node",CONDITION
"dementia, vascular",CONDITION
urethritis,CONDITION
hand injuries,CONDITION
"puberty, precocious",CONDITION
lymphangioma,CONDITION
osteochondritis,CONDITION
ocular hypertension,CONDITION
critical illness,CONDITION
malignant hyperthermia,CONDITION
"neuroma, acoustic",CONDITION
protein deficiency,CONDITION
conjunctivitis,CONDITION
disease,CONDITION
hydatidiform mole,CONDITION
premenstrual syndrome,CONDITION
ovarian cysts,CONDITION
pelvic inflammatory disease,CONDITION
legionnaires' disease,CONDITION
dengue,CONDITION
cholera,CONDITION
motor neuron disease,CONDITION
snake bites,CONDITION
cholangitis,CONDITION
"hernia, inguinal",CONDITION
hypertriglyceridemia,CONDITION
"fractures, spontaneous",CONDITION
liver failure,CONDITION
gastrointestinal stromal tumors,CONDITION
spasm,CONDITION
gastric outlet obstruction,CONDITION
klebsiella infections,CONDITION
vaginal neoplasms,CONDITION
magnesium deficiency,CONDITION
penile neoplasms,CONDITION
addison disease,CONDITION
neuroendocrine tumors,CONDITION
insect bites and stings,CONDITION
peritoneal diseases,CONDITION
"esophagitis, peptic",CONDITION
cerebellar ataxia,CONDITION
corneal ulcer,CONDITION
chorea,CONDITION
ureteral diseases,CONDITION
"infarction, middle cerebral artery",CONDITION
"hypoxia-ischemia, brain",CONDITION
testicular diseases,CONDITION
vocal cord paralysis,CONDITION
respiratory syncytial virus infections,CONDITION
"multiple sclerosis, relapsing-remitting",CONDITION
"hyperparathyroidism, secondary",CONDITION
osteomalacia,CONDITION
placenta diseases,CONDITION
trichinellosis,CONDITION
reflex sympathetic dystrophy,CONDITION
glucosephosphate dehydrogenase deficiency,CONDITION
vitamin a deficiency,CONDITION
nose diseases,CONDITION
coronary restenosis,CONDITION
stomatitis,CONDITION
jaw diseases,CONDITION
"pneumonia, viral",CONDITION
spinal dysraphism,CONDITION
herpes genitalis,CONDITION
"trypanosomiasis, african",CONDITION
pharyngeal diseases,CONDITION
radius fractures,CONDITION
lymphadenitis,CONDITION
ascariasis,CONDITION
"arthritis, reactive",CONDITION
"liver failure, acute",CONDITION
purpura,CONDITION
tinea,CONDITION
tooth fractures,CONDITION
epidermal cyst,CONDITION
"toxoplasmosis, animal",CONDITION
splenic neoplasms,CONDITION
systemic inflammatory response syndrome,CONDITION
asbestosis,CONDITION
stuttering,CONDITION
warts,CONDITION
sciatica,CONDITION
mediastinal diseases,CONDITION
hyperhomocysteinemia,CONDITION
mesenteric vascular occlusion,CONDITION
aids dementia complex,CONDITION
"colorectal neoplasms, hereditary nonpolyposis",CONDITION
brain concussion,CONDITION
giardiasis,CONDITION
malnutrition,CONDITION
foodborne diseases,CONDITION
endotoxemia,CONDITION
splenomegaly,CONDITION
labyrinth diseases,CONDITION
tracheal stenosis,CONDITION
tetralogy of fallot,CONDITION
tooth abnormalities,CONDITION
color vision defects,CONDITION
thyroid nodule,CONDITION
uveal neoplasms,CONDITION
familial mediterranean fever,CONDITION
thyroiditis,CONDITION
dermoid cyst,CONDITION
"arthritis, psoriatic",CONDITION
takayasu arteritis,CONDITION
germinoma,CONDITION
charcot-marie-tooth disease,CONDITION
rotavirus infections,CONDITION
jejunal diseases,CONDITION
"scleroderma, localized",CONDITION
pancreatic cyst,CONDITION
hyperventilation,CONDITION
dyslipidemias,CONDITION
asphyxia,CONDITION
"fetal membranes, premature rupture",CONDITION
hypergammaglobulinemia,CONDITION
cysticercosis,CONDITION
uterine cervical diseases,CONDITION
simian acquired immunodeficiency syndrome,CONDITION
odontogenic tumors,CONDITION
rabies,CONDITION
varicose ulcer,CONDITION
cranial nerve neoplasms,CONDITION
sweat gland neoplasms,CONDITION
pseudotumor cerebri,CONDITION
blood platelet disorders,CONDITION
"shock, traumatic",CONDITION
mandibular fractures,CONDITION
ankle injuries,CONDITION
macular edema,CONDITION
agricultural workers' diseases,CONDITION
hemophilia b,CONDITION
osteolysis,CONDITION
"candidiasis, oral",CONDITION
diphtheria,CONDITION
carbon tetrachloride poisoning,CONDITION
leptospirosis,CONDITION
pleurisy,CONDITION
pulmonary valve stenosis,CONDITION
"alveolitis, extrinsic allergic",CONDITION
bronchial spasm,CONDITION
coxsackievirus infections,CONDITION
urethral diseases,CONDITION
mucormycosis,CONDITION
"pemphigoid, bullous",CONDITION
foreign-body reaction,CONDITION
exophthalmos,CONDITION
tendinopathy,CONDITION
fabry disease,CONDITION
paranasal sinus diseases,CONDITION
retinopathy of prematurity,CONDITION
severe acute respiratory syndrome,CONDITION
insulinoma,CONDITION
pulmonary atelectasis,CONDITION
ichthyosis,CONDITION
hypoparathyroidism,CONDITION
solitary pulmonary nodule,CONDITION
coronary aneurysm,CONDITION
arteritis,CONDITION
ureteral neoplasms,CONDITION
"muscular dystrophy, duchenne",CONDITION
retinal vein occlusion,CONDITION
blood protein disorders,CONDITION
psychomotor disorders,CONDITION
goat diseases,CONDITION
clostridium infections,CONDITION
shoulder dislocation,CONDITION
lipidoses,CONDITION
bone cysts,CONDITION
tooth diseases,CONDITION
hemorrhagic disorders,CONDITION
lung abscess,CONDITION
"hemoglobinuria, paroxysmal",CONDITION
calculi,CONDITION
"pneumonia, pneumococcal",CONDITION
urologic neoplasms,CONDITION
"translocation, genetic",CONDITION
"lymphoma, t-cell, cutaneous",CONDITION
ependymoma,CONDITION
liposarcoma,CONDITION
hernia,CONDITION
ectodermal dysplasia,CONDITION
hemoglobinopathies,CONDITION
hyperkinesis,CONDITION
"adenocarcinoma, papillary",CONDITION
"cardiac complexes, premature",CONDITION
pituitary diseases,CONDITION
prion diseases,CONDITION
"ventricular dysfunction, right",CONDITION
angiomatosis,CONDITION
klinefelter syndrome,CONDITION
hirsutism,CONDITION
cecal diseases,CONDITION
"cholestasis, extrahepatic",CONDITION
neuritis,CONDITION
wrist injuries,CONDITION
contracture,CONDITION
femoral neck fractures,CONDITION
fetal alcohol syndrome,CONDITION
"liver abscess, amebic",CONDITION
"pneumonia, mycoplasma",CONDITION
nocardia infections,CONDITION
syringomyelia,CONDITION
meckel diverticulum,CONDITION
renal osteodystrophy,CONDITION
strongyloidiasis,CONDITION
hyperprolactinemia,CONDITION
cryoglobulinemia,CONDITION
"adenoma, pleomorphic",CONDITION
cryptosporidiosis,CONDITION
ataxia telangiectasia,CONDITION
whiplash injuries,CONDITION
thoracic diseases,CONDITION
exanthema,CONDITION
folic acid deficiency,CONDITION
sleep deprivation,CONDITION
guillain-barre syndrome,CONDITION
vulvar diseases,CONDITION
parvoviridae infections,CONDITION
prenatal exposure delayed effects,CONDITION
"granulomatous disease, chronic",CONDITION
radiculopathy,CONDITION
eclampsia,CONDITION
"epidermal necrolysis, toxic",CONDITION
xeroderma pigmentosum,CONDITION
"osteoarthritis, hip",CONDITION
humeral fractures,CONDITION
"pneumonia, aspiration",CONDITION
"epilepsy, absence",CONDITION
varicocele,CONDITION
"tooth, impacted",CONDITION
deficiency diseases,CONDITION
"candidiasis, vulvovaginal",CONDITION
"conjunctivitis, allergic",CONDITION
retinitis,CONDITION
eyelid neoplasms,CONDITION
penile diseases,CONDITION
vestibular diseases,CONDITION
adenoviridae infections,CONDITION
cystadenoma,CONDITION
"mammary neoplasms, animal",CONDITION
scrapie,CONDITION
finger injuries,CONDITION
yersinia infections,CONDITION
brain death,CONDITION
budd-chiari syndrome,CONDITION
urinary bladder neck obstruction,CONDITION
retinal hemorrhage,CONDITION
nematode infections,CONDITION
alveolar bone loss,CONDITION
splenic rupture,CONDITION
mitochondrial diseases,CONDITION
hyperemia,CONDITION
"corneal dystrophies, hereditary",CONDITION
fanconi anemia,CONDITION
"head injuries, closed",CONDITION
mercury poisoning,CONDITION
"carcinoma, pancreatic ductal",CONDITION
morphine dependence,CONDITION
paraganglioma,CONDITION
"abortion, veterinary",CONDITION
"hematoma, epidural, cranial",CONDITION
leukopenia,CONDITION
scalp dermatoses,CONDITION
"neoplastic cells, circulating",CONDITION
anus diseases,CONDITION
thyrotoxicosis,CONDITION
"meningitis, meningococcal",CONDITION
"sarcoidosis, pulmonary",CONDITION
vaginal diseases,CONDITION
water-electrolyte imbalance,CONDITION
astigmatism,CONDITION
chondroma,CONDITION
"stomatitis, aphthous",CONDITION
"embolism, fat",CONDITION
"epilepsy, tonic-clonic",CONDITION
tracheal diseases,CONDITION
"tuberculosis, gastrointestinal",CONDITION
myxedema,CONDITION
"muscular atrophy, spinal",CONDITION
sensation disorders,CONDITION
duodenal obstruction,CONDITION
mucocele,CONDITION
transposition of great vessels,CONDITION
craniofacial abnormalities,CONDITION
uterine cervical dysplasia,CONDITION
neck pain,CONDITION
ocular motility disorders,CONDITION
"uveitis, anterior",CONDITION
narcolepsy,CONDITION
oropharyngeal neoplasms,CONDITION
hyperlipoproteinemias,CONDITION
hirschsprung disease,CONDITION
olfaction disorders,CONDITION
lipodystrophy,CONDITION
mycobacterium avium-intracellulare infection,CONDITION
"polycystic kidney, autosomal dominant",CONDITION
"carcinoma, medullary",CONDITION
torticollis,CONDITION
"spasms, infantile",CONDITION
pyloric stenosis,CONDITION
tongue diseases,CONDITION
epistaxis,CONDITION
alopecia areata,CONDITION
infant nutrition disorders,CONDITION
"cholangitis, sclerosing",CONDITION
salivary gland diseases,CONDITION
"acidosis, renal tubular",CONDITION
"hepatitis, autoimmune",CONDITION
"tuberculosis, spinal",CONDITION
ileal neoplasms,CONDITION
enterovirus infections,CONDITION
bronchial fistula,CONDITION
prader-willi syndrome,CONDITION
telangiectasis,CONDITION
ehlers-danlos syndrome,CONDITION
vaginitis,CONDITION
mediastinal emphysema,CONDITION
fasciitis,CONDITION
arteriosclerosis obliterans,CONDITION
eye foreign bodies,CONDITION
htlv-i infections,CONDITION
giant cell tumors,CONDITION
"pleural effusion, malignant",CONDITION
"telangiectasia, hereditary hemorrhagic",CONDITION
altitude sickness,CONDITION
alkalosis,CONDITION
"schizophrenia, paranoid",CONDITION
methemoglobinemia,CONDITION
"keratitis, dendritic",CONDITION
"sinus thrombosis, intracranial",CONDITION
insulin resistance,CONDITION
jaw neoplasms,CONDITION
cartilage diseases,CONDITION
paresthesia,CONDITION
otosclerosis,CONDITION
restless legs syndrome,CONDITION
melanosis,CONDITION
spondylitis,CONDITION
diffuse cerebral sclerosis of schilder,CONDITION
tricuspid valve insufficiency,CONDITION
"leukoencephalopathy, progressive multifocal",CONDITION
laryngitis,CONDITION
"acidosis, lactic",CONDITION
arthralgia,CONDITION
bile duct diseases,CONDITION
"neoplasms, unknown primary",CONDITION
"wounds, stab",CONDITION
"glomerulonephritis, membranous",CONDITION
neurotoxicity syndromes,CONDITION
retroperitoneal fibrosis,CONDITION
hemangiopericytoma,CONDITION
meningomyelocele,CONDITION
urinary retention,CONDITION
postoperative hemorrhage,CONDITION
"aneurysm, infected",CONDITION
common bile duct neoplasms,CONDITION
mastocytosis,CONDITION
necrosis,CONDITION
mumps,CONDITION
neurofibroma,CONDITION
"depression, postpartum",CONDITION
hyperbilirubinemia,CONDITION
"leukemia, t-cell",CONDITION
iron overload,CONDITION
fetal hypoxia,CONDITION
"thrombocythemia, essential",CONDITION
hip dislocation,CONDITION
"tuberculosis, multidrug-resistant",CONDITION
"skin diseases, bacterial",CONDITION
onychomycosis,CONDITION
cerebral ventricle neoplasms,CONDITION
hair diseases,CONDITION
"fractures, stress",CONDITION
"child development disorders, pervasive",CONDITION
helminthiasis,CONDITION
"pericarditis, constrictive",CONDITION
marijuana abuse,CONDITION
thrombocytosis,CONDITION
blood group incompatibility,CONDITION
paresis,CONDITION
cumulative trauma disorders,CONDITION
biliary fistula,CONDITION
bronchopulmonary dysplasia,CONDITION
retinal perforations,CONDITION
chylothorax,CONDITION
neuroleptic malignant syndrome,CONDITION
gangrene,CONDITION
viremia,CONDITION
spinal osteophytosis,CONDITION
brain infarction,CONDITION
"encephalitis, viral",CONDITION
pulmonary eosinophilia,CONDITION
conjunctival diseases,CONDITION
epidermolysis bullosa,CONDITION
decompression sickness,CONDITION
urogenital neoplasms,CONDITION
retroviridae infections,CONDITION
giant lymph node hyperplasia,CONDITION
craniopharyngioma,CONDITION
sigmoid neoplasms,CONDITION
prostatic diseases,CONDITION
immune complex diseases,CONDITION
dermatitis herpetiformis,CONDITION
"sarcoma, synovial",CONDITION
esophageal perforation,CONDITION
leukocytosis,CONDITION
